(-346.41,-0.00)
(-327.17,11.11)
(-327.17,33.33)
(-307.92,22.22)
(-288.68,33.33)
(-288.68,55.56)
(-307.92,66.67)
(-288.68,77.78)
(-288.68,100.00)
(-269.43,88.89)
(-250.19,100.00)
(-250.19,77.78)
(-230.94,66.67)
(-211.70,77.78)
(-211.70,100.00)
(-192.45,88.89)
(-173.21,100.00)
(-173.21,122.22)
(-192.45,133.33)
(-173.21,144.44)
(-173.21,166.67)
(-192.45,177.78)
(-211.70,166.67)
(-211.70,188.89)
(-230.94,200.00)
(-211.70,211.11)
(-211.70,233.33)
(-192.45,222.22)
(-173.21,233.33)
(-173.21,255.56)
(-192.45,266.67)
(-173.21,277.78)
(-173.21,300.00)
(-153.96,288.89)
(-134.72,300.00)
(-134.72,277.78)
(-115.47,266.67)
(-96.23,277.78)
(-96.23,300.00)
(-76.98,288.89)
(-57.74,300.00)
(-57.74,277.78)
(-38.49,266.67)
(-57.74,255.56)
(-57.74,233.33)
(-38.49,222.22)
(-19.25,233.33)
(-19.25,211.11)
(-0.00,200.00)
(19.25,211.11)
(19.25,233.33)
(38.49,222.22)
(57.74,233.33)
(57.74,255.56)
(38.49,266.67)
(57.74,277.78)
(57.74,300.00)
(76.98,288.89)
(96.23,300.00)
(96.23,277.78)
(115.47,266.67)
(134.72,277.78)
(134.72,300.00)
(153.96,288.89)
(173.21,300.00)
(173.21,277.78)
(192.45,266.67)
(173.21,255.56)
(173.21,233.33)
(192.45,222.22)
(211.70,233.33)
(211.70,211.11)
(230.94,200.00)
(211.70,188.89)
(211.70,166.67)
(192.45,177.78)
(173.21,166.67)
(173.21,144.44)
(192.45,133.33)
(173.21,122.22)
(173.21,100.00)
(192.45,88.89)
(211.70,100.00)
(211.70,77.78)
(230.94,66.67)
(250.19,77.78)
(250.19,100.00)
(269.43,88.89)
(288.68,100.00)
(288.68,77.78)
(307.92,66.67)
(288.68,55.56)
(288.68,33.33)
(307.92,22.22)
(327.17,33.33)
(327.17,11.11)
(346.41,-0.00)
(327.17,-11.11)
(327.17,-33.33)
(307.92,-22.22)
(288.68,-33.33)
(288.68,-55.56)
(307.92,-66.67)
(288.68,-77.78)
(288.68,-100.00)
(269.43,-88.89)
(250.19,-100.00)
(250.19,-77.78)
(230.94,-66.67)
(211.70,-77.78)
(211.70,-100.00)
(192.45,-88.89)
(173.21,-100.00)
(173.21,-122.22)
(192.45,-133.33)
(173.21,-144.44)
(173.21,-166.67)
(192.45,-177.78)
(211.70,-166.67)
(211.70,-188.89)
(230.94,-200.00)
(211.70,-211.11)
(211.70,-233.33)
(192.45,-222.22)
(173.21,-233.33)
(173.21,-255.56)
(192.45,-266.67)
(173.21,-277.78)
(173.21,-300.00)
(153.96,-288.89)
(134.72,-300.00)
(134.72,-277.78)
(115.47,-266.67)
(96.23,-277.78)
(96.23,-300.00)
(76.98,-288.89)
(57.74,-300.00)
(57.74,-277.78)
(38.49,-266.67)
(57.74,-255.56)
(57.74,-233.33)
(38.49,-222.22)
(19.25,-233.33)
(19.25,-211.11)
(-0.00,-200.00)
(-19.25,-211.11)
(-19.25,-233.33)
(-38.49,-222.22)
(-57.74,-233.33)
(-57.74,-255.56)
(-38.49,-266.67)
(-57.74,-277.78)
(-57.74,-300.00)
(-76.98,-288.89)
(-96.23,-300.00)
(-96.23,-277.78)
(-115.47,-266.67)
(-134.72,-277.78)
(-134.72,-300.00)
(-153.96,-288.89)
(-173.21,-300.00)
(-173.21,-277.78)
(-192.45,-266.67)
(-173.21,-255.56)
(-173.21,-233.33)
(-192.45,-222.22)
(-211.70,-233.33)
(-211.70,-211.11)
(-230.94,-200.00)
(-211.70,-188.89)
(-211.70,-166.67)
(-192.45,-177.78)
(-173.21,-166.67)
(-173.21,-144.44)
(-192.45,-133.33)
(-173.21,-122.22)
(-173.21,-100.00)
(-192.45,-88.89)
(-211.70,-100.00)
(-211.70,-77.78)
(-230.94,-66.67)
(-250.19,-77.78)
(-250.19,-100.00)
(-269.43,-88.89)
(-288.68,-100.00)
(-288.68,-77.78)
(-307.92,-66.67)
(-288.68,-55.56)
(-288.68,-33.33)
(-307.92,-22.22)
(-327.17,-33.33)
(-327.17,-11.11)
(-346.41,-0.00)
